Attacked Unit@786bb298at position 1015, 776 at time 1607905321825
Moved to 1031, 925 at time 1607905472040
Moved to 1030, 924 at time 1607905472143
Moved to 1029, 923 at time 1607905472187
Moved to 1028, 922 at time 1607905472222
Moved to 1027, 921 at time 1607905472312
Moved to 1026, 920 at time 1607905472445
Moved to 1025, 919 at time 1607905472521
Moved to 1024, 918 at time 1607905472586
Moved to 1023, 917 at time 1607905472659
Moved to 1022, 916 at time 1607905472717
Moved to 1021, 915 at time 1607905472812
Moved to 1020, 914 at time 1607905472885
Moved to 1019, 913 at time 1607905472979
Moved to 1018, 912 at time 1607905473035
Moved to 1017, 911 at time 1607905473103
Moved to 1016, 910 at time 1607905473147
Moved to 1015, 909 at time 1607905473219
Moved to 1014, 908 at time 1607905473280
Moved to 1013, 907 at time 1607905473320
Moved to 1012, 906 at time 1607905473355
Moved to 1011, 905 at time 1607905473412
Moved to 1010, 904 at time 1607905473474
Moved to 1009, 903 at time 1607905473519
Moved to 1008, 902 at time 1607905473587
Moved to 1007, 901 at time 1607905473632
Moved to 1006, 900 at time 1607905473703
Moved to 1005, 899 at time 1607905473789
Moved to 1004, 898 at time 1607905473862
Moved to 1003, 897 at time 1607905473990
Moved to 1002, 896 at time 1607905474046
Moved to 1001, 895 at time 1607905474169
Moved to 1000, 894 at time 1607905474257
Moved to 999, 893 at time 1607905474293
Moved to 998, 892 at time 1607905474353
Moved to 997, 891 at time 1607905474391
Moved to 996, 890 at time 1607905474451
Moved to 995, 889 at time 1607905474489
Moved to 994, 888 at time 1607905474558
Moved to 993, 887 at time 1607905474665
Moved to 992, 886 at time 1607905474749
Moved to 991, 885 at time 1607905474837
Moved to 990, 884 at time 1607905474908
Moved to 989, 883 at time 1607905474987
Moved to 988, 882 at time 1607905475054
Moved to 987, 881 at time 1607905475110
Moved to 986, 880 at time 1607905475192
Moved to 985, 879 at time 1607905475239
Moved to 984, 878 at time 1607905475275
Moved to 983, 877 at time 1607905475330
Moved to 982, 876 at time 1607905475370
Moved to 981, 875 at time 1607905475422
Moved to 980, 874 at time 1607905475474
Moved to 979, 873 at time 1607905475554
Moved to 978, 872 at time 1607905475622
Moved to 977, 871 at time 1607905475703
Moved to 976, 870 at time 1607905475747
Moved to 975, 869 at time 1607905475792
Moved to 974, 868 at time 1607905475841
Moved to 973, 867 at time 1607905475894
Moved to 972, 866 at time 1607905475970
Moved to 971, 865 at time 1607905476014
Moved to 970, 864 at time 1607905476053
Moved to 969, 863 at time 1607905476093
Moved to 968, 862 at time 1607905476158
Moved to 967, 861 at time 1607905476219
Moved to 966, 860 at time 1607905476276
Moved to 965, 859 at time 1607905476347
Moved to 964, 858 at time 1607905476420
Moved to 963, 857 at time 1607905476485
Moved to 962, 856 at time 1607905476535
Moved to 961, 855 at time 1607905476596
Moved to 960, 854 at time 1607905476636
Moved to 959, 853 at time 1607905476674
Moved to 958, 852 at time 1607905476726
Moved to 957, 851 at time 1607905476780
Moved to 956, 850 at time 1607905476849
Moved to 955, 849 at time 1607905476904
Moved to 954, 848 at time 1607905476945
Moved to 953, 847 at time 1607905477011
Moved to 952, 846 at time 1607905477056
Moved to 951, 845 at time 1607905477127
Moved to 950, 844 at time 1607905477176
Moved to 949, 843 at time 1607905477221
Moved to 948, 842 at time 1607905477261
Moved to 947, 841 at time 1607905477308
Moved to 946, 840 at time 1607905477354
Moved to 945, 839 at time 1607905477396
Moved to 944, 838 at time 1607905477459
Moved to 943, 837 at time 1607905477514
Moved to 942, 836 at time 1607905477581
Moved to 941, 835 at time 1607905477645
Moved to 940, 834 at time 1607905477703
Moved to 939, 833 at time 1607905477773
Moved to 938, 832 at time 1607905477814
Moved to 937, 831 at time 1607905477874
Moved to 936, 830 at time 1607905477942
Moved to 935, 829 at time 1607905478003
Moved to 934, 828 at time 1607905478057
Moved to 933, 827 at time 1607905478103
Moved to 932, 826 at time 1607905478172
Moved to 931, 825 at time 1607905478214
Moved to 930, 824 at time 1607905478269
Moved to 929, 823 at time 1607905478304
Moved to 928, 822 at time 1607905478364
Moved to 927, 821 at time 1607905478403
Moved to 926, 820 at time 1607905478471
Moved to 925, 819 at time 1607905478508
Moved to 924, 818 at time 1607905478543
Moved to 923, 817 at time 1607905478607
Moved to 922, 816 at time 1607905478654
Moved to 921, 815 at time 1607905478692
Moved to 920, 814 at time 1607905478737
Moved to 919, 813 at time 1607905478779
Moved to 918, 812 at time 1607905478836
Moved to 917, 811 at time 1607905478876
Moved to 916, 810 at time 1607905478927
Moved to 915, 809 at time 1607905479004
Moved to 914, 808 at time 1607905479060
Moved to 913, 807 at time 1607905479146
Moved to 912, 806 at time 1607905479226
Moved to 911, 805 at time 1607905479277
Moved to 910, 804 at time 1607905479325
Moved to 909, 803 at time 1607905479376
Moved to 908, 802 at time 1607905479411
Moved to 907, 801 at time 1607905479461
Moved to 906, 800 at time 1607905479504
Moved to 905, 799 at time 1607905479554
Moved to 904, 798 at time 1607905479606
Moved to 903, 797 at time 1607905479658
Moved to 902, 796 at time 1607905479720
Moved to 901, 795 at time 1607905479777
Moved to 900, 794 at time 1607905479826
Moved to 899, 793 at time 1607905479875
Moved to 898, 792 at time 1607905479919
Moved to 897, 791 at time 1607905479964
Moved to 896, 790 at time 1607905480010
Moved to 895, 789 at time 1607905480054
Moved to 894, 788 at time 1607905480115
Moved to 893, 787 at time 1607905480153
Moved to 892, 786 at time 1607905480190
Moved to 891, 785 at time 1607905480242
Moved to 890, 784 at time 1607905480302
Moved to 889, 783 at time 1607905480355
Moved to 888, 782 at time 1607905480400
Moved to 887, 781 at time 1607905480441
Moved to 886, 780 at time 1607905480489
Moved to 885, 779 at time 1607905480544
Moved to 884, 778 at time 1607905480578
Moved to 883, 777 at time 1607905480635
Moved to 882, 776 at time 1607905480688
Moved to 881, 775 at time 1607905480726
Moved to 880, 774 at time 1607905480781
Moved to 879, 773 at time 1607905480821
Moved to 878, 772 at time 1607905480861
Moved to 877, 771 at time 1607905480910
Moved to 876, 770 at time 1607905480955
Moved to 875, 769 at time 1607905480994
Moved to 874, 768 at time 1607905481050
Moved to 873, 767 at time 1607905481105
Moved to 872, 766 at time 1607905481153
Moved to 871, 765 at time 1607905481194
Moved to 870, 764 at time 1607905481237
Moved to 869, 763 at time 1607905481280
Moved to 868, 762 at time 1607905481339
Moved to 867, 761 at time 1607905481389
Moved to 866, 760 at time 1607905481438
Moved to 865, 759 at time 1607905481477
Moved to 864, 758 at time 1607905481521
Moved to 863, 757 at time 1607905481577
Moved to 862, 756 at time 1607905481627
Moved to 861, 755 at time 1607905481690
Moved to 860, 754 at time 1607905481732
Moved to 859, 753 at time 1607905481803
Moved to 858, 752 at time 1607905481861
Moved to 857, 751 at time 1607905481908
Moved to 856, 750 at time 1607905481945
Moved to 855, 749 at time 1607905481989
Moved to 854, 748 at time 1607905482028
Moved to 853, 747 at time 1607905482071
Moved to 852, 746 at time 1607905482132
Moved to 851, 745 at time 1607905482187
Moved to 850, 744 at time 1607905482242
Moved to 849, 743 at time 1607905482292
Moved to 848, 742 at time 1607905482328
Moved to 847, 741 at time 1607905482376
Moved to 846, 740 at time 1607905482427
Moved to 845, 739 at time 1607905482482
Moved to 844, 738 at time 1607905482520
Moved to 843, 737 at time 1607905482566
Moved to 842, 736 at time 1607905482622
Moved to 841, 735 at time 1607905482683
Moved to 840, 734 at time 1607905482726
Moved to 839, 733 at time 1607905482778
Moved to 838, 732 at time 1607905482827
Moved to 837, 731 at time 1607905482885
Moved to 836, 730 at time 1607905482937
Moved to 835, 729 at time 1607905482987
Moved to 834, 728 at time 1607905483027
Moved to 833, 727 at time 1607905483070
Moved to 832, 726 at time 1607905483126
Moved to 831, 725 at time 1607905483177
Moved to 830, 724 at time 1607905483213
Moved to 829, 723 at time 1607905483272
Moved to 828, 722 at time 1607905483309
Moved to 827, 721 at time 1607905483360
Moved to 826, 720 at time 1607905483399
Moved to 825, 719 at time 1607905483442
Moved to 824, 718 at time 1607905483495
Moved to 823, 717 at time 1607905483530
Moved to 822, 716 at time 1607905483577
Moved to 821, 715 at time 1607905483622
Moved to 820, 714 at time 1607905483672
Moved to 819, 713 at time 1607905483706
Moved to 818, 712 at time 1607905483746
Moved to 817, 711 at time 1607905483805
Moved to 816, 710 at time 1607905483856
Moved to 815, 709 at time 1607905483896
Attacked Unit@2b222fbaat position 546, 452 at time 1607905483950
Moved to 814, 708 at time 1607905484266
Moved to 813, 707 at time 1607905484312
Moved to 812, 706 at time 1607905484346
Moved to 811, 705 at time 1607905484388
Moved to 810, 704 at time 1607905484428
Moved to 809, 703 at time 1607905484476
Moved to 808, 702 at time 1607905484511
Moved to 807, 701 at time 1607905484560
Moved to 806, 700 at time 1607905484604
Moved to 805, 699 at time 1607905484646
Moved to 804, 698 at time 1607905484693
Moved to 803, 697 at time 1607905484746
Moved to 802, 696 at time 1607905484789
Moved to 801, 695 at time 1607905484840
Moved to 800, 694 at time 1607905484888
Moved to 799, 693 at time 1607905484927
Moved to 798, 692 at time 1607905484972
Moved to 797, 691 at time 1607905485012
Moved to 796, 690 at time 1607905485060
Moved to 795, 689 at time 1607905485103
Moved to 794, 688 at time 1607905485150
Moved to 793, 687 at time 1607905485197
Moved to 792, 686 at time 1607905485240
Moved to 791, 685 at time 1607905485287
Attacked Unit@6535ae93at position 522, 436 at time 1607905485628
Attacked Unit@6535ae93at position 522, 436 at time 1607905487316
Attacked Unit@6535ae93at position 522, 436 at time 1607905489024
Got attacked at 791, 685 by Unit@51d390d6 at time 1607905489177
Attacked Unit@6535ae93at position 522, 436 at time 1607905490710
Got attacked at 791, 685 by Unit@51d390d6 at time 1607905490872
Attacked Unit@51d390d6at position 522, 416 at time 1607905492397
Got attacked at 791, 685 by Unit@51d390d6 at time 1607905492564
Attacked Unit@51d390d6at position 522, 416 at time 1607905494083
Got attacked at 791, 685 by Unit@51d390d6 at time 1607905494262
Moved to 790, 684 at time 1607905494430
Moved to 789, 683 at time 1607905494464
Moved to 788, 682 at time 1607905494499
Moved to 787, 681 at time 1607905494533
Moved to 786, 680 at time 1607905494567
Moved to 785, 679 at time 1607905494601
Moved to 784, 678 at time 1607905494635
Moved to 783, 677 at time 1607905494669
Moved to 782, 676 at time 1607905494703
Moved to 781, 675 at time 1607905494737
Moved to 780, 674 at time 1607905494772
Moved to 779, 673 at time 1607905494808
Moved to 778, 672 at time 1607905494842
Moved to 777, 671 at time 1607905494876
Moved to 776, 670 at time 1607905494910
Moved to 775, 669 at time 1607905494944
Moved to 774, 668 at time 1607905494978
Moved to 773, 667 at time 1607905495012
Moved to 772, 666 at time 1607905495046
Moved to 771, 665 at time 1607905495080
Moved to 770, 664 at time 1607905495114
Moved to 769, 663 at time 1607905495148
Moved to 768, 662 at time 1607905495215
Moved to 767, 661 at time 1607905495249
Moved to 766, 660 at time 1607905495283
Moved to 765, 659 at time 1607905495317
Moved to 764, 658 at time 1607905495353
Moved to 763, 657 at time 1607905495387
Moved to 762, 656 at time 1607905495421
Moved to 761, 655 at time 1607905495457
Moved to 760, 654 at time 1607905495492
Moved to 759, 653 at time 1607905495526
Moved to 758, 652 at time 1607905495595
Moved to 757, 651 at time 1607905495629
Moved to 756, 650 at time 1607905495663
Moved to 755, 649 at time 1607905495697
Moved to 754, 648 at time 1607905495731
Moved to 753, 647 at time 1607905495798
Moved to 752, 646 at time 1607905495832
Moved to 751, 645 at time 1607905495866
Moved to 750, 644 at time 1607905495900
Moved to 749, 643 at time 1607905495934
Moved to 748, 642 at time 1607905495968
Moved to 747, 641 at time 1607905496002
Moved to 746, 640 at time 1607905496037
Moved to 745, 639 at time 1607905496072
Moved to 744, 638 at time 1607905496108
Moved to 743, 637 at time 1607905496143
Moved to 742, 636 at time 1607905496178
Moved to 741, 635 at time 1607905496212
Moved to 740, 634 at time 1607905496246
Moved to 739, 633 at time 1607905496280
Moved to 738, 632 at time 1607905496347
Moved to 737, 631 at time 1607905496383
Moved to 736, 630 at time 1607905496419
Moved to 735, 629 at time 1607905496455
Moved to 734, 628 at time 1607905496489
Moved to 733, 627 at time 1607905496523
Moved to 732, 626 at time 1607905496559
Moved to 731, 625 at time 1607905496593
Moved to 730, 624 at time 1607905496627
Moved to 729, 623 at time 1607905496661
Moved to 728, 622 at time 1607905496695
Moved to 727, 621 at time 1607905496730
Moved to 726, 620 at time 1607905496764
Moved to 725, 619 at time 1607905496798
Moved to 724, 618 at time 1607905496832
Moved to 723, 617 at time 1607905496866
Moved to 722, 616 at time 1607905496900
Moved to 721, 615 at time 1607905496934
Attacked Unit@d612739at position 615, 346 at time 1607905496969
Moved to 720, 614 at time 1607905497108
Moved to 719, 613 at time 1607905497143
Moved to 718, 612 at time 1607905497177
Moved to 717, 611 at time 1607905497211
Moved to 716, 610 at time 1607905497245
Moved to 715, 609 at time 1607905497312
Moved to 714, 608 at time 1607905497347
Moved to 713, 607 at time 1607905497381
Moved to 712, 606 at time 1607905497415
Moved to 711, 605 at time 1607905497449
Moved to 710, 604 at time 1607905497483
Moved to 709, 603 at time 1607905497517
Moved to 708, 602 at time 1607905497552
Moved to 707, 601 at time 1607905497588
Moved to 706, 600 at time 1607905497623
Moved to 705, 599 at time 1607905497658
Moved to 704, 598 at time 1607905497692
Moved to 703, 597 at time 1607905497726
Moved to 702, 596 at time 1607905497760
Moved to 701, 595 at time 1607905497797
Attacked Unit@40f4aa94at position 615, 326 at time 1607905498648
Moved to 700, 594 at time 1607905498682
Moved to 699, 593 at time 1607905498716
Moved to 698, 592 at time 1607905498750
Moved to 697, 591 at time 1607905498785
Moved to 696, 590 at time 1607905498821
Moved to 695, 589 at time 1607905498856
Moved to 694, 588 at time 1607905498894
Moved to 693, 587 at time 1607905498928
Moved to 692, 586 at time 1607905498962
Moved to 691, 585 at time 1607905499029
Moved to 690, 584 at time 1607905499063
Moved to 689, 583 at time 1607905499099
Moved to 688, 582 at time 1607905499166
Moved to 687, 581 at time 1607905499269
Moved to 686, 580 at time 1607905499303
Moved to 685, 579 at time 1607905499337
Moved to 684, 578 at time 1607905499371
Moved to 683, 577 at time 1607905499405
Moved to 682, 576 at time 1607905499439
Moved to 681, 575 at time 1607905499473
Moved to 680, 574 at time 1607905499542
Moved to 679, 573 at time 1607905499577
Moved to 678, 572 at time 1607905499644
Moved to 677, 571 at time 1607905499678
Moved to 676, 570 at time 1607905499712
Moved to 675, 569 at time 1607905499746
Moved to 674, 568 at time 1607905499814
Moved to 673, 567 at time 1607905499848
Moved to 672, 566 at time 1607905499882
Moved to 671, 565 at time 1607905499916
Moved to 670, 564 at time 1607905499950
Moved to 669, 563 at time 1607905499984
Moved to 668, 562 at time 1607905500018
Attacked Unit@7f9230afat position 608, 293 at time 1607905500328
Attacked Unit@633b79ebat position 632, 293 at time 1607905502011
Moved to 667, 561 at time 1607905503446
Moved to 666, 560 at time 1607905503513
Moved to 665, 559 at time 1607905503547
Moved to 664, 558 at time 1607905503583
Moved to 663, 557 at time 1607905503652
Moved to 662, 556 at time 1607905503686
Moved to 661, 555 at time 1607905503720
Moved to 660, 554 at time 1607905503787
Moved to 659, 553 at time 1607905503823
Moved to 658, 552 at time 1607905503859
Moved to 657, 551 at time 1607905503894
Moved to 656, 550 at time 1607905503928
Moved to 655, 549 at time 1607905503995
Moved to 654, 535 at time 1607905504537
Moved to 653, 534 at time 1607905504571
Moved to 652, 533 at time 1607905504606
Moved to 651, 532 at time 1607905504641
Moved to 650, 531 at time 1607905504675
Moved to 649, 530 at time 1607905504710
Moved to 648, 529 at time 1607905504744
Moved to 647, 528 at time 1607905504778
Moved to 646, 527 at time 1607905504812
Moved to 645, 526 at time 1607905504846
Moved to 644, 525 at time 1607905504913
Moved to 643, 524 at time 1607905504949
Moved to 642, 523 at time 1607905505017
Moved to 641, 521 at time 1607905505085
Moved to 640, 520 at time 1607905505119
Moved to 639, 519 at time 1607905505153
Moved to 638, 518 at time 1607905505187
Moved to 637, 517 at time 1607905505221
Moved to 636, 516 at time 1607905505256
Moved to 635, 515 at time 1607905505290
Moved to 634, 514 at time 1607905505358
Moved to 633, 513 at time 1607905505394
Moved to 632, 512 at time 1607905505428
Moved to 631, 511 at time 1607905505495
Moved to 630, 510 at time 1607905505529
Moved to 629, 509 at time 1607905505563
Moved to 628, 508 at time 1607905505597
Moved to 627, 507 at time 1607905505631
Moved to 626, 506 at time 1607905505666
Moved to 625, 505 at time 1607905505701
Moved to 624, 504 at time 1607905505735
Moved to 623, 503 at time 1607905505769
Moved to 622, 502 at time 1607905505803
Moved to 621, 501 at time 1607905505837
Moved to 620, 500 at time 1607905505871
Moved to 619, 499 at time 1607905505938
Moved to 618, 498 at time 1607905505975
Moved to 617, 497 at time 1607905506012
Moved to 616, 496 at time 1607905506046
Moved to 615, 495 at time 1607905506080
Moved to 614, 494 at time 1607905506114
Moved to 613, 493 at time 1607905506150
Moved to 612, 492 at time 1607905506185
Moved to 611, 491 at time 1607905506219
Moved to 610, 490 at time 1607905506253
Moved to 609, 489 at time 1607905506320
Moved to 608, 488 at time 1607905506354
Moved to 607, 487 at time 1607905506390
Moved to 606, 485 at time 1607905506461
Moved to 605, 484 at time 1607905506495
Moved to 604, 482 at time 1607905506563
Moved to 603, 481 at time 1607905506599
Moved to 602, 480 at time 1607905506634
Moved to 601, 479 at time 1607905506669
Moved to 600, 478 at time 1607905506703
Moved to 599, 477 at time 1607905506739
Moved to 598, 475 at time 1607905506807
Moved to 597, 473 at time 1607905506875
Moved to 596, 472 at time 1607905506911
Moved to 595, 471 at time 1607905506945
Moved to 594, 470 at time 1607905506979
Moved to 593, 469 at time 1607905507016
Moved to 592, 468 at time 1607905507050
Moved to 591, 467 at time 1607905507084
Moved to 590, 466 at time 1607905507118
Moved to 589, 465 at time 1607905507153
Moved to 588, 464 at time 1607905507187
Moved to 587, 463 at time 1607905507221
Moved to 586, 462 at time 1607905507257
Moved to 585, 461 at time 1607905507291
Moved to 584, 460 at time 1607905507325
Moved to 583, 459 at time 1607905507360
Moved to 582, 458 at time 1607905507396
Moved to 581, 456 at time 1607905507466
Moved to 580, 455 at time 1607905507500
Moved to 579, 454 at time 1607905507534
Moved to 578, 453 at time 1607905507568
Moved to 577, 452 at time 1607905507636
Moved to 576, 451 at time 1607905507703
Moved to 575, 450 at time 1607905507737
Moved to 574, 449 at time 1607905507771
Moved to 573, 448 at time 1607905507838
Moved to 572, 447 at time 1607905507873
Moved to 571, 446 at time 1607905507911
Moved to 570, 445 at time 1607905507946
Moved to 569, 444 at time 1607905507980
Moved to 568, 443 at time 1607905508014
Moved to 567, 442 at time 1607905508051
Moved to 566, 441 at time 1607905508085
Moved to 565, 440 at time 1607905508119
Moved to 564, 439 at time 1607905508153
Moved to 563, 438 at time 1607905508187
Moved to 562, 437 at time 1607905508221
Moved to 561, 436 at time 1607905508288
Moved to 560, 435 at time 1607905508322
Moved to 559, 434 at time 1607905508357
Moved to 558, 433 at time 1607905508392
Moved to 557, 432 at time 1607905508428
Moved to 556, 431 at time 1607905508463
Moved to 555, 430 at time 1607905508497
Moved to 554, 429 at time 1607905508531
Moved to 553, 428 at time 1607905508565
Moved to 552, 427 at time 1607905508599
Moved to 551, 426 at time 1607905508666
Moved to 550, 425 at time 1607905508700
Moved to 549, 424 at time 1607905508734
Moved to 548, 423 at time 1607905508768
Moved to 547, 422 at time 1607905508802
Moved to 546, 421 at time 1607905508836
Moved to 545, 420 at time 1607905508870
Moved to 544, 419 at time 1607905508904
Moved to 543, 418 at time 1607905508938
Moved to 542, 417 at time 1607905508972
Moved to 541, 416 at time 1607905509039
Moved to 540, 415 at time 1607905509073
Moved to 539, 414 at time 1607905509109
Moved to 538, 413 at time 1607905509143
Moved to 537, 412 at time 1607905509179
Moved to 536, 411 at time 1607905509214
Moved to 535, 410 at time 1607905509248
Moved to 534, 409 at time 1607905509284
Moved to 533, 408 at time 1607905509318
Moved to 532, 407 at time 1607905509385
Moved to 531, 406 at time 1607905509419
Moved to 530, 405 at time 1607905509453
Moved to 529, 404 at time 1607905509487
Moved to 528, 403 at time 1607905509521
Moved to 527, 402 at time 1607905509588
Moved to 526, 401 at time 1607905509623
Moved to 525, 399 at time 1607905509694
Moved to 524, 398 at time 1607905509729
Moved to 523, 397 at time 1607905509764
Moved to 522, 396 at time 1607905509831
Moved to 521, 378 at time 1607905510515
Moved to 520, 377 at time 1607905510549
Moved to 519, 376 at time 1607905510583
Moved to 518, 356 at time 1607905511333
Moved to 517, 355 at time 1607905511367
Moved to 516, 353 at time 1607905511435
Moved to 515, 352 at time 1607905511470
Moved to 514, 351 at time 1607905511504
Moved to 513, 350 at time 1607905511538
Moved to 512, 349 at time 1607905511572
Moved to 511, 348 at time 1607905511606
Moved to 510, 347 at time 1607905511640
Moved to 509, 346 at time 1607905511674
Moved to 508, 345 at time 1607905511709
Moved to 507, 344 at time 1607905511744
Moved to 506, 343 at time 1607905511812
Moved to 505, 342 at time 1607905511846
Moved to 504, 341 at time 1607905511880
Moved to 503, 340 at time 1607905511916
Moved to 502, 339 at time 1607905511950
Moved to 501, 338 at time 1607905511984
Moved to 500, 337 at time 1607905512018
Moved to 499, 336 at time 1607905512052
Moved to 498, 321 at time 1607905512630
Moved to 497, 320 at time 1607905512664
Moved to 496, 319 at time 1607905512698
Moved to 495, 318 at time 1607905512732
Moved to 494, 317 at time 1607905512766
Moved to 493, 316 at time 1607905512800
Moved to 492, 315 at time 1607905512834
Moved to 491, 314 at time 1607905512901
Moved to 490, 313 at time 1607905512935
Moved to 489, 312 at time 1607905512969
Moved to 488, 311 at time 1607905513003
Moved to 487, 310 at time 1607905513037
