Attacked Unit@5ba49dd6at position 532, 602 at time 1607965644423
Moved to 461, 455 at time 1607965718686
Moved to 462, 456 at time 1607965718879
Moved to 463, 457 at time 1607965719046
Moved to 464, 458 at time 1607965719128
Moved to 465, 459 at time 1607965719376
Moved to 466, 460 at time 1607965719482
Moved to 467, 461 at time 1607965719838
Moved to 468, 462 at time 1607965719996
Moved to 469, 463 at time 1607965720569
Moved to 470, 464 at time 1607965720868
Moved to 471, 465 at time 1607965721088
Moved to 472, 466 at time 1607965721392
Moved to 473, 467 at time 1607965721499
Moved to 474, 468 at time 1607965721603
Moved to 475, 469 at time 1607965721670
Moved to 476, 470 at time 1607965721768
Moved to 477, 471 at time 1607965721837
Moved to 478, 472 at time 1607965721917
Moved to 479, 473 at time 1607965721972
Moved to 480, 474 at time 1607965722064
Moved to 481, 475 at time 1607965722115
Moved to 482, 476 at time 1607965722188
Moved to 483, 477 at time 1607965722250
Moved to 484, 478 at time 1607965722320
Moved to 485, 479 at time 1607965722367
Moved to 486, 480 at time 1607965722618
Moved to 487, 481 at time 1607965722788
Moved to 488, 482 at time 1607965723050
Moved to 489, 483 at time 1607965723257
Moved to 490, 484 at time 1607965723449
Moved to 491, 485 at time 1607965723484
Moved to 492, 486 at time 1607965723555
Moved to 493, 487 at time 1607965723986
Moved to 494, 488 at time 1607965724081
Moved to 495, 489 at time 1607965724471
Moved to 496, 490 at time 1607965724576
Moved to 497, 491 at time 1607965724969
Moved to 498, 492 at time 1607965725069
Moved to 499, 493 at time 1607965725450
Moved to 500, 494 at time 1607965725526
Moved to 501, 495 at time 1607965725900
Moved to 502, 496 at time 1607965725982
Moved to 503, 497 at time 1607965726364
Moved to 504, 498 at time 1607965726455
Moved to 505, 499 at time 1607965726826
Moved to 506, 500 at time 1607965726905
Moved to 507, 501 at time 1607965727246
Moved to 508, 502 at time 1607965727325
Moved to 509, 503 at time 1607965727708
Moved to 510, 504 at time 1607965727795
Moved to 511, 505 at time 1607965728168
Moved to 512, 506 at time 1607965728244
Moved to 513, 507 at time 1607965728606
Moved to 514, 508 at time 1607965728701
Moved to 515, 509 at time 1607965729096
Moved to 516, 510 at time 1607965729184
Moved to 517, 511 at time 1607965729219
Moved to 518, 512 at time 1607965729501
Moved to 519, 513 at time 1607965729540
Moved to 520, 514 at time 1607965729641
Moved to 521, 515 at time 1607965729777
Moved to 522, 516 at time 1607965729875
Moved to 523, 517 at time 1607965729922
Moved to 524, 518 at time 1607965730161
Moved to 525, 519 at time 1607965730199
Moved to 526, 520 at time 1607965730636
Moved to 527, 521 at time 1607965731074
Moved to 528, 522 at time 1607965731403
Moved to 529, 523 at time 1607965731513
Moved to 530, 524 at time 1607965731626
Moved to 531, 525 at time 1607965731735
Moved to 532, 526 at time 1607965731845
Moved to 533, 527 at time 1607965731946
Moved to 534, 528 at time 1607965732048
Moved to 535, 529 at time 1607965732151
Moved to 536, 530 at time 1607965732267
Moved to 537, 531 at time 1607965732379
Moved to 538, 532 at time 1607965732503
Moved to 539, 533 at time 1607965732874
Moved to 540, 534 at time 1607965733293
Moved to 541, 535 at time 1607965733727
Moved to 542, 536 at time 1607965734161
Moved to 543, 537 at time 1607965734570
Moved to 544, 538 at time 1607965734857
Moved to 545, 539 at time 1607965734979
Moved to 546, 540 at time 1607965735133
Moved to 547, 541 at time 1607965735227
Moved to 548, 542 at time 1607965735261
Moved to 549, 543 at time 1607965735326
Moved to 550, 544 at time 1607965735368
Moved to 551, 545 at time 1607965735431
Moved to 552, 546 at time 1607965735469
Moved to 553, 547 at time 1607965735531
Moved to 554, 548 at time 1607965735573
Moved to 555, 549 at time 1607965735640
Moved to 556, 550 at time 1607965735678
Moved to 557, 551 at time 1607965735744
Moved to 558, 552 at time 1607965735788
Moved to 559, 553 at time 1607965735859
Moved to 560, 554 at time 1607965736036
Moved to 561, 555 at time 1607965736429
Moved to 562, 556 at time 1607965736808
Moved to 563, 557 at time 1607965736949
Moved to 564, 558 at time 1607965737019
Moved to 565, 559 at time 1607965737244
Moved to 566, 560 at time 1607965737391
Moved to 567, 561 at time 1607965737653
Moved to 568, 562 at time 1607965737800
Moved to 569, 563 at time 1607965738244
Moved to 570, 564 at time 1607965738420
Moved to 569, 563 at time 1607965738636
Moved to 568, 562 at time 1607965738845
Moved to 567, 561 at time 1607965739061
Moved to 566, 560 at time 1607965739229
Moved to 565, 559 at time 1607965739445
Moved to 564, 558 at time 1607965739620
Moved to 563, 557 at time 1607965739829
Moved to 562, 556 at time 1607965740010
Moved to 561, 555 at time 1607965740045
Moved to 560, 554 at time 1607965740149
Moved to 559, 553 at time 1607965740370
Moved to 558, 552 at time 1607965740520
Moved to 557, 551 at time 1607965740620
Moved to 556, 550 at time 1607965740744
Moved to 555, 549 at time 1607965740872
Moved to 554, 548 at time 1607965740963
Moved to 553, 547 at time 1607965741093
Moved to 552, 546 at time 1607965741215
Moved to 551, 545 at time 1607965741388
Moved to 550, 544 at time 1607965741489
Moved to 549, 543 at time 1607965741727
Moved to 548, 542 at time 1607965741848
Moved to 547, 541 at time 1607965741977
Moved to 546, 540 at time 1607965742055
Moved to 545, 539 at time 1607965742179
Moved to 544, 538 at time 1607965742244
Moved to 543, 537 at time 1607965742362
Moved to 542, 536 at time 1607965742424
Moved to 541, 535 at time 1607965742513
Moved to 540, 534 at time 1607965742547
Moved to 539, 533 at time 1607965742627
Moved to 538, 532 at time 1607965742770
Moved to 537, 531 at time 1607965742851
Moved to 536, 530 at time 1607965742998
Moved to 535, 529 at time 1607965743078
Moved to 534, 528 at time 1607965743221
Moved to 533, 527 at time 1607965743292
Moved to 532, 526 at time 1607965743389
Moved to 531, 525 at time 1607965743645
Moved to 530, 524 at time 1607965744084
Moved to 529, 523 at time 1607965744424
Moved to 528, 522 at time 1607965744824
Moved to 527, 521 at time 1607965745140
Moved to 526, 520 at time 1607965745549
Moved to 525, 519 at time 1607965745890
Moved to 524, 518 at time 1607965746280
Moved to 523, 517 at time 1607965746608
Moved to 522, 516 at time 1607965746966
Moved to 521, 515 at time 1607965747001
Moved to 520, 514 at time 1607965747257
Moved to 519, 513 at time 1607965747362
Moved to 518, 512 at time 1607965747616
Moved to 517, 511 at time 1607965747716
Moved to 516, 510 at time 1607965747976
Moved to 515, 509 at time 1607965748066
Moved to 514, 508 at time 1607965748180
Moved to 513, 507 at time 1607965748309
Moved to 512, 506 at time 1607965748406
Moved to 511, 505 at time 1607965748517
Moved to 510, 504 at time 1607965748582
Moved to 509, 503 at time 1607965748725
Moved to 508, 502 at time 1607965748826
Moved to 507, 501 at time 1607965748917
Moved to 506, 500 at time 1607965749009
Moved to 505, 499 at time 1607965749140
Moved to 504, 498 at time 1607965749176
Moved to 503, 497 at time 1607965749453
Moved to 502, 496 at time 1607965749514
Moved to 501, 495 at time 1607965749826
Moved to 500, 494 at time 1607965749862
Moved to 499, 493 at time 1607965750272
Moved to 498, 492 at time 1607965750662
Moved to 497, 491 at time 1607965751071
Moved to 496, 490 at time 1607965751416
Moved to 495, 489 at time 1607965751810
Moved to 494, 488 at time 1607965752005
Moved to 493, 487 at time 1607965752133
Moved to 492, 486 at time 1607965752246
Moved to 491, 485 at time 1607965752300
Moved to 490, 484 at time 1607965752609
Moved to 489, 483 at time 1607965752645
Moved to 488, 482 at time 1607965753035
Moved to 487, 481 at time 1607965753432
Moved to 486, 480 at time 1607965753824
Moved to 485, 479 at time 1607965754229
Moved to 484, 478 at time 1607965754614
Moved to 483, 477 at time 1607965754986
Moved to 482, 476 at time 1607965755364
Moved to 481, 475 at time 1607965755738
Moved to 480, 474 at time 1607965756128
Moved to 479, 473 at time 1607965756500
Moved to 478, 472 at time 1607965756883
Moved to 477, 471 at time 1607965757182
Moved to 476, 470 at time 1607965757597
Moved to 475, 469 at time 1607965757632
Moved to 474, 468 at time 1607965757910
Moved to 473, 467 at time 1607965757947
Moved to 472, 466 at time 1607965757985
Moved to 471, 465 at time 1607965758324
Moved to 470, 464 at time 1607965758366
Moved to 469, 463 at time 1607965758734
Moved to 468, 462 at time 1607965758769
Moved to 467, 461 at time 1607965759165
Moved to 466, 460 at time 1607965759546
Moved to 465, 459 at time 1607965759938
Moved to 464, 458 at time 1607965760111
Moved to 463, 457 at time 1607965760202
Moved to 462, 456 at time 1607965760325
Moved to 461, 455 at time 1607965760421
Moved to 460, 454 at time 1607965760553
Moved to 459, 453 at time 1607965760637
Moved to 458, 452 at time 1607965760728
Moved to 457, 451 at time 1607965760798
Moved to 456, 450 at time 1607965760886
Moved to 455, 449 at time 1607965760968
Moved to 454, 448 at time 1607965761066
Moved to 453, 447 at time 1607965761152
Moved to 452, 446 at time 1607965761415
Moved to 451, 445 at time 1607965761454
Moved to 450, 444 at time 1607965761541
Moved to 449, 443 at time 1607965761654
Moved to 448, 442 at time 1607965761753
Moved to 447, 441 at time 1607965761884
Moved to 446, 440 at time 1607965761946
Moved to 445, 439 at time 1607965762053
Moved to 444, 438 at time 1607965762132
Moved to 443, 437 at time 1607965762252
Moved to 442, 436 at time 1607965762307
Moved to 441, 435 at time 1607965762433
Moved to 440, 434 at time 1607965762520
Moved to 439, 433 at time 1607965762619
Moved to 438, 432 at time 1607965762702
