Attacked Unit@5ba49dd6at position 532, 602 at time 1607965644725
Moved to 512, 567 at time 1607965731094
Moved to 513, 568 at time 1607965731395
Moved to 514, 569 at time 1607965731518
Moved to 515, 570 at time 1607965731623
Moved to 516, 571 at time 1607965731738
Moved to 517, 572 at time 1607965731842
Moved to 518, 573 at time 1607965731952
Moved to 519, 574 at time 1607965732043
Moved to 520, 575 at time 1607965732154
Moved to 521, 576 at time 1607965732262
Moved to 522, 577 at time 1607965732381
Moved to 523, 578 at time 1607965732502
Moved to 524, 579 at time 1607965732873
Moved to 525, 580 at time 1607965732911
Moved to 526, 581 at time 1607965733254
Moved to 527, 582 at time 1607965733343
Moved to 528, 583 at time 1607965733668
Moved to 529, 584 at time 1607965733774
Moved to 530, 585 at time 1607965734111
Moved to 531, 586 at time 1607965734150
Moved to 532, 587 at time 1607965734583
Moved to 533, 588 at time 1607965734852
Moved to 534, 589 at time 1607965734987
Moved to 535, 590 at time 1607965735127
Moved to 536, 591 at time 1607965735232
Moved to 537, 592 at time 1607965735357
Moved to 538, 593 at time 1607965735441
Moved to 539, 594 at time 1607965735578
Moved to 540, 595 at time 1607965735632
Moved to 541, 596 at time 1607965735686
Moved to 542, 597 at time 1607965735738
Moved to 543, 598 at time 1607965735796
Moved to 544, 599 at time 1607965735851
Moved to 545, 600 at time 1607965735901
Moved to 546, 601 at time 1607965735945
Moved to 547, 602 at time 1607965736125
Moved to 548, 603 at time 1607965736343
Moved to 549, 604 at time 1607965736569
Moved to 550, 605 at time 1607965736754
Moved to 551, 606 at time 1607965736820
Moved to 552, 607 at time 1607965736929
Moved to 553, 608 at time 1607965737037
Moved to 554, 609 at time 1607965737463
Moved to 555, 610 at time 1607965737587
Moved to 556, 611 at time 1607965737882
Moved to 557, 612 at time 1607965737991
Moved to 558, 613 at time 1607965738277
Moved to 559, 614 at time 1607965738380
Moved to 558, 615 at time 1607965738683
Moved to 557, 616 at time 1607965738808
Moved to 556, 617 at time 1607965739098
Moved to 555, 618 at time 1607965739196
Moved to 554, 619 at time 1607965739473
Moved to 553, 620 at time 1607965739591
Moved to 552, 621 at time 1607965739863
Moved to 551, 622 at time 1607965739975
Moved to 550, 623 at time 1607965740228
Moved to 549, 624 at time 1607965740338
Moved to 548, 625 at time 1607965740372
Moved to 547, 626 at time 1607965740514
Moved to 546, 627 at time 1607965740622
Moved to 545, 628 at time 1607965740740
Moved to 544, 629 at time 1607965741003
Moved to 543, 630 at time 1607965741081
Moved to 542, 631 at time 1607965741128
Moved to 541, 632 at time 1607965741183
Moved to 540, 633 at time 1607965741226
Moved to 539, 634 at time 1607965741364
Moved to 538, 635 at time 1607965741515
Moved to 537, 636 at time 1607965741704
Moved to 536, 637 at time 1607965741863
Moved to 535, 638 at time 1607965741965
Moved to 534, 639 at time 1607965742064
Moved to 533, 640 at time 1607965742169
Moved to 532, 641 at time 1607965742254
Moved to 531, 642 at time 1607965742354
Moved to 530, 667 at time 1607965745646
Moved to 529, 665 at time 1607965746009
Moved to 528, 663 at time 1607965746376
Moved to 527, 662 at time 1607965746523
Moved to 526, 661 at time 1607965746711
Moved to 525, 660 at time 1607965746851
Moved to 524, 659 at time 1607965747062
Moved to 523, 658 at time 1607965747211
Moved to 522, 657 at time 1607965747412
Moved to 521, 656 at time 1607965747446
Moved to 520, 654 at time 1607965747796
Moved to 519, 653 at time 1607965747899
Moved to 518, 652 at time 1607965748118
Moved to 517, 651 at time 1607965748259
Moved to 516, 650 at time 1607965748347
Moved to 515, 649 at time 1607965748476
Moved to 514, 648 at time 1607965748542
Moved to 513, 647 at time 1607965748657
Moved to 512, 646 at time 1607965748776
Moved to 511, 645 at time 1607965748881
Moved to 510, 644 at time 1607965748958
Moved to 509, 643 at time 1607965749058
Moved to 508, 642 at time 1607965749269
Moved to 507, 641 at time 1607965749331
Moved to 506, 640 at time 1607965749626
Moved to 505, 639 at time 1607965749704
Moved to 504, 637 at time 1607965750099
Moved to 503, 635 at time 1607965750496
Moved to 502, 633 at time 1607965750893
Moved to 501, 631 at time 1607965751269
Moved to 500, 629 at time 1607965751650
Moved to 499, 627 at time 1607965752089
Moved to 498, 626 at time 1607965752172
Moved to 497, 625 at time 1607965752474
Moved to 496, 624 at time 1607965752808
Moved to 495, 623 at time 1607965752853
Moved to 494, 622 at time 1607965753222
Moved to 493, 621 at time 1607965753633
Moved to 492, 620 at time 1607965754021
Moved to 491, 619 at time 1607965754427
Moved to 490, 618 at time 1607965754798
Moved to 489, 617 at time 1607965755181
Moved to 488, 616 at time 1607965755544
Moved to 487, 615 at time 1607965755950
Moved to 486, 614 at time 1607965756292
Moved to 485, 613 at time 1607965756332
Moved to 484, 612 at time 1607965756688
Moved to 483, 611 at time 1607965757017
Moved to 482, 610 at time 1607965757388
Moved to 481, 609 at time 1607965757780
Moved to 480, 608 at time 1607965758195
Moved to 479, 607 at time 1607965758499
Moved to 478, 606 at time 1607965758584
Moved to 477, 605 at time 1607965758939
Moved to 476, 604 at time 1607965759005
Moved to 475, 603 at time 1607965759322
Moved to 474, 602 at time 1607965759389
Moved to 473, 601 at time 1607965759709
Moved to 472, 600 at time 1607965759775
Moved to 471, 599 at time 1607965760034
