Attacked Unit@5ba49dd6at position 532, 602 at time 1607965644400
Moved to 636, 476 at time 1607965728938
Moved to 637, 478 at time 1607965729386
Moved to 638, 480 at time 1607965729706
Moved to 639, 481 at time 1607965729829
Moved to 640, 482 at time 1607965730015
Moved to 641, 483 at time 1607965730065
Moved to 642, 484 at time 1607965730363
Moved to 643, 485 at time 1607965730837
Moved to 644, 486 at time 1607965731281
Moved to 645, 487 at time 1607965731472
Moved to 646, 488 at time 1607965731552
Moved to 647, 489 at time 1607965731694
Moved to 648, 490 at time 1607965731780
Moved to 649, 491 at time 1607965731910
Moved to 648, 490 at time 1607965731986
Moved to 647, 489 at time 1607965732109
Moved to 646, 488 at time 1607965732201
Moved to 645, 487 at time 1607965732328
Moved to 644, 486 at time 1607965732443
Moved to 643, 485 at time 1607965732649
Moved to 642, 484 at time 1607965732708
Moved to 641, 483 at time 1607965732744
Moved to 640, 482 at time 1607965733007
Moved to 639, 481 at time 1607965733162
Moved to 638, 480 at time 1607965733439
Moved to 637, 479 at time 1607965733572
Moved to 636, 478 at time 1607965733610
Moved to 635, 477 at time 1607965733837
Moved to 634, 476 at time 1607965734055
Moved to 633, 475 at time 1607965734263
Moved to 632, 474 at time 1607965734473
Moved to 631, 473 at time 1607965734668
Moved to 630, 472 at time 1607965734813
Moved to 629, 471 at time 1607965734884
Moved to 628, 470 at time 1607965734919
Moved to 627, 469 at time 1607965735064
Moved to 626, 468 at time 1607965735178
Moved to 625, 467 at time 1607965735302
Moved to 624, 466 at time 1607965735390
Moved to 623, 465 at time 1607965735510
Moved to 622, 464 at time 1607965735593
Moved to 621, 463 at time 1607965735724
Moved to 620, 462 at time 1607965735808
Moved to 619, 461 at time 1607965735941
Moved to 618, 460 at time 1607965736137
Moved to 617, 459 at time 1607965736336
Moved to 616, 458 at time 1607965736574
Moved to 615, 457 at time 1607965736747
Moved to 614, 456 at time 1607965736829
Moved to 613, 455 at time 1607965736921
Moved to 612, 454 at time 1607965737041
Moved to 611, 453 at time 1607965737204
Moved to 610, 452 at time 1607965737239
Moved to 609, 451 at time 1607965737395
Moved to 608, 450 at time 1607965737644
Moved to 607, 449 at time 1607965737809
Moved to 606, 448 at time 1607965738054
Moved to 605, 447 at time 1607965738220
Moved to 604, 446 at time 1607965738445
Moved to 603, 445 at time 1607965738902
Moved to 602, 444 at time 1607965739010
Moved to 601, 443 at time 1607965739285
Moved to 600, 442 at time 1607965739390
Moved to 599, 441 at time 1607965739672
Moved to 598, 440 at time 1607965739784
Moved to 597, 439 at time 1607965740044
Moved to 596, 438 at time 1607965740147
Moved to 595, 437 at time 1607965740371
Moved to 594, 436 at time 1607965740517
Moved to 593, 435 at time 1607965740621
Moved to 592, 434 at time 1607965740742
Moved to 591, 433 at time 1607965740776
Moved to 590, 432 at time 1607965741061
Moved to 589, 431 at time 1607965741146
Moved to 588, 430 at time 1607965741292
Moved to 587, 429 at time 1607965741602
Moved to 586, 428 at time 1607965741928
Moved to 585, 427 at time 1607965741964
Moved to 584, 426 at time 1607965742065
Moved to 583, 425 at time 1607965742166
Moved to 582, 424 at time 1607965742256
Moved to 581, 423 at time 1607965742351
Moved to 580, 422 at time 1607965742436
Moved to 579, 421 at time 1607965742475
Moved to 578, 420 at time 1607965742590
Moved to 577, 419 at time 1607965742696
Moved to 576, 418 at time 1607965742818
Moved to 575, 417 at time 1607965742919
Moved to 574, 416 at time 1607965743043
Moved to 573, 415 at time 1607965743147
Moved to 572, 414 at time 1607965743181
Moved to 571, 413 at time 1607965743231
Moved to 570, 412 at time 1607965743281
Moved to 569, 411 at time 1607965743395
Moved to 568, 410 at time 1607965743441
Moved to 567, 409 at time 1607965743577
Moved to 566, 408 at time 1607965743767
Moved to 565, 407 at time 1607965743981
Moved to 564, 406 at time 1607965744164
Moved to 563, 405 at time 1607965744350
Moved to 562, 404 at time 1607965744538
Moved to 561, 403 at time 1607965744725
Moved to 560, 402 at time 1607965744903
Moved to 559, 401 at time 1607965745078
Moved to 558, 400 at time 1607965745258
Moved to 557, 399 at time 1607965745456
Moved to 556, 398 at time 1607965745628
Moved to 555, 397 at time 1607965745823
Moved to 554, 396 at time 1607965745995
Moved to 553, 395 at time 1607965746030
Moved to 552, 394 at time 1607965746143
Moved to 551, 393 at time 1607965746396
Moved to 550, 392 at time 1607965746507
Moved to 549, 391 at time 1607965746726
Moved to 548, 390 at time 1607965746828
Moved to 547, 389 at time 1607965747081
Moved to 546, 388 at time 1607965747191
Moved to 545, 387 at time 1607965747439
Moved to 544, 386 at time 1607965747547
Moved to 543, 385 at time 1607965747792
Moved to 542, 384 at time 1607965747900
Moved to 541, 383 at time 1607965748116
Moved to 540, 382 at time 1607965748261
Moved to 539, 381 at time 1607965748345
Moved to 538, 380 at time 1607965748479
Moved to 537, 379 at time 1607965748541
Moved to 536, 378 at time 1607965748654
Moved to 535, 377 at time 1607965748778
Moved to 534, 376 at time 1607965748875
Moved to 533, 375 at time 1607965748963
Moved to 532, 374 at time 1607965749054
Moved to 531, 373 at time 1607965749279
Moved to 530, 372 at time 1607965749316
Moved to 529, 371 at time 1607965749638
Moved to 528, 370 at time 1607965749675
Moved to 527, 369 at time 1607965750059
Moved to 526, 368 at time 1607965750475
Moved to 525, 367 at time 1607965750854
Moved to 524, 366 at time 1607965751252
Moved to 523, 365 at time 1607965751608
